,0
78742,Hildegard
78743,Knef
78744,long-ago
78745,witch-hunt
78746,Unaware
78747,witch's
78748,black'
78749,enough;
78750,shot:
78751,"push-ins,"
78752,incremental
78753,"""Jacob's"
78754,"Ladder"","
78755,"Sunday"","
78756,disappoints;
78757,2003's
78758,"Makers"","
78759,"""Hell"
78760,"Night"","
78761,fall-guys
78762,ringmaster
78763,japes
78764,freewheeling
78765,Everything's
78766,nourishing
78767,Parrots
78768,PARROTS
78769,>played
78770,TIVO'd
78771,"'yuks,"
78772,yuks'
78773,yuks
78774,avert
78775,>i've
78776,williams'
78777,lithium
78778,today'
78779,"rantings,"
78780,williams
78781,"sadistically,"
78782,"novocaine,"
78783,>please
78784,Cassinelli
78785,Rackham
78786,Bach
78787,"Unluckily,"
78788,fishmen
78789,exploiter
78790,MOREAU
78791,biologist
78792,FISHMEN
78793,wackiest
78794,off-base
78795,thrashed
78796,"Pierre,"
78797,filmmakingand
78798,resilience
78799,"PBS,"
78800,usher
78801,"Lessons"""
78802,4-plex
78803,lusts
78804,"""scared"""
78805,chauffeur
78806,extort
78807,re-think
78808,>**SPOILER
78809,WARNING**
78810,affirmatively
78811,BREAK
78812,ladders
78813,Tails
78814,cavemen
78815,"310"""
78816,"""value"""
78817,Senta
78818,15-year
78819,Smile
78820,LIke
78821,Yours'
78822,conceive
78823,"adoption,"
78824,>Lauren
78825,"Robertson,"
78826,liberation
78827,absolutey
78828,"independence,"
78829,vitro
78830,fertilization
78831,conceiving
78832,"Cusak,"
78833,aphrodesiacs
78834,intrested
78835,negotiator
78836,restaraunt
78837,Kinear
78838,Hennesy
78839,attention-grabbing
78840,"conceive,"
78841,silouhettes
78842,Kinnear's
78843,Farrel
78844,pioneers
78845,Friedkin's
78846,"rip-off,"
78847,Naschy
78848,Leila's
78849,"""Exorcism"""
78850,Bosch
78851,"Excorcist"""
78852,"Antichrist"""
78853,Gingerbread
78854,bewitched
78855,Mallory
78856,Doss
78857,Grisham-movie
78858,Burak
78859,Altay's
78860,Asmali
78861,Konak
78862,"bro,"
78863,Villon
78864,15th
78865,fiction--from
78866,"XI,"
78867,law--not
78868,Hood-like
78869,Provided
78870,seeing--just
78871,BELOVED
78872,"ROGUE,"
78873,"Rossitto,"
78874,Summerville
78875,complaints---even
78876,Barrymore's
78877,XI
78878,"""unsubtle"""
78879,schooler
78880,III--skulking
78881,demoniacal
78882,action--like
78883,HUNCHBACK
78884,NOTRE
78885,DAME
78886,"rated,"
78887,L'ora
78888,religione
78889,sorriso
78890,madre-
78891,Fellini's
78892,812
78893,Squarepants
78894,could't
78895,Nickolodean
78896,Catscratch
78897,merchandise
78898,Spongebob;
78899,doesn''t;
78900,Keeslar
78901,"skate,"
78902,speedskating
78903,"oval,"
78904,"Corcoran,"
78905,"answerNo,"
78906,miller
78907,treatThe
78908,"suspense,romance"
78909,unidentified
78910,categorical
78911,"""Groovin'"
78912,"Gary"","
78913,"""Beaver"
78914,organised
78915,"""Olivia"
78916,"Newton-Don"""
78917,">Director,"
78918,"morphs,"
78919,"reinterpretations,"
78920,critiques
78921,"celebrity,"
78922,Grispin
78923,'Gary
78924,"footage',"
78925,>Jacob
78926,Michener
78927,roost
78928,"""Witness"
78929,"Prosecution,"""
78930,>Brando
78931,stone-faced
78932,anti-these
78933,espouse
78934,Miyoshi
78935,Umeki's
78936,Miiko
78937,"Taka,"
78938,>Martha
78939,Yochobel
78940,Montalban
78941,>Denzel
78942,"guidance,"
78943,"give,"
78944,"Davenport,"
78945,"sober,"
78946,constrains
78947,"Tate,"
78948,Tate's
78949,"molestation,"
78950,>Antwone
78951,"Cheryl,"
78952,1968-69
78953,racers
78954,"Crowhurst,"
78955,navigating
78956,Fandom
78957,"""Bye"
78958,"Birdie"""
78959,Reinking
78960,"Dyke,"
78961,"""Seinfeld"""
78962,Kudisch
78963,Birdie
78964,Chynna
78965,snifflin'
78966,"'07,"
78967,sobs
78968,viewing-
78969,spurn
78970,'70
78971,impelled
78972,",we"
78973,excresence
78974,Avoid-its
78975,Logans
78976,"Run,"
78977,Farenheight
78978,"451,"
78979,Sacrifice
78980,Cris
78981,Makepease
78982,ROWSDOWER
78983,"unavailable,"
78984,F1
78985,"""Arab"
78986,"terrorists"""
78987,patriots
78988,"terrorist""DAMN"
78989,Dutchman
78990,"""charity"
78991,"organization"","
78992,Morpheus-like
78993,"Berkowitz,"
78994,hollywoodian
78995,"non-career,"
78996,"answers,"
78997,"""yes"""
78998,MBerkowitz
78999,beeing
79000,self-fiction
79001,independant
79002,Chester
79003,griefs
79004,"america,"
79005,agowhat
79006,atrociousthere
79007,balloonthis
79008,truesupposedly
79009,"""Lifeboat""i"
79010,Hictcock
79011,itfrom
79012,"through,there"
79013,"names,but"
79014,"charactersbut,you"
79015,"know,to"
79016,"fair,it"
79017,reallyi
79018,"mean,i'm"
79019,LOLit
79020,alongbut
79021,"me,i'm"
79022,outso
79023,"horizon,avoid"
79024,career-
79025,"prolific,"
79026,Z-grade
79027,70s-
79028,"""horny,"
79029,"mutant,"
79030,"zombie"""
79031,"BS"""
79032,lobsters
79033,mail-order
79034,biologists
79035,zoologists
79036,bi-polar
79037,gang-banged
79038,"attraction"""
79039,shot-on-Caribbean
79040,genital
79041,"""relationship"""
79042,"blank-faced,"
79043,racially-motivated
79044,"quotes,"
79045,monster-zombies
79046,shoe-string;
79047,Eastman
79048,quickies
79049,penny-bought
79050,lip-syncing
79051,Nino
79052,gun-point
79053,"bordello,"
79054,same;
79055,horrible;
79056,pathetic;
79057,SNAKE
79058,ISLAND
79059,effectswell
79060,Bewitched
79061,Intro
79062,thew
79063,arthur
79064,F*#*ing
79065,BELOW
79066,fulfillmentIs
79067,victimizing
79068,"stimulated,"
79069,"Mazzello,"
79070,dramacoming
79071,Erik's
79072,"narrow-minded,"
79073,ill-informed
79074,"""thick"""
79075,pamphlet
79076,"detoriates,"
79077,"Esperanza,"
79078,"Spirit,"
79079,Chasing
79080,Smiles
79081,Dances
79082,Wolves
79083,empowering
79084,"""Spirit"""
79085,non-stereotypical
79086,"Dorado"","
79087,spinoffs
79088,"Politically,"
79089,Ruskies
79090,"Aesthetically,"
79091,"superior,"
79092,"""sand"
79093,"sandal"""
79094,LOOSELY
79095,"Canaan,"
79096,strictures
79097,"""staple"""
79098,somnambulistic
79099,"polytheism,"
79100,"E-Bay,"
79101,Solomon
79102,Sheba
79103,anemic
79104,"ooh,"
79105,Matlin's
79106,"pitiful,"
79107,improbability
79108,telekenetic
79109,congenital
79110,Likewise
79111,Personnaly
79112,"Globes,"
79113,Grammy
79114,"""co-director"""
79115,"motel,"
79116,"Hitcher"""
79117,vomited
79118,"suspicious,"
79119,newscaster
79120,meds
79121,"Way,"
79122,invests
79123,badBut
79124,dismissing
79125,"Slevin,"
79126,DriftI
79127,prepareIt
79128,Brigante
79129,girland
79130,'Yes'
79131,aroundAs
79132,'Italian
79133,mobsters'
79134,leastI
79135,'Hollywood
79136,"Nicky',"
79137,Diddy
79138,gangstersThe
79139,herwhich
79140,Carito
79141,lifeAnd
79142,>Carlito's
79143,Way:
79144,"do's"""
79145,HenryPaul
79146,ChloeLindsay
79147,Sloaneis
79148,AshleyLake
79149,Wendi
79150,McLendon-Covey
79151,"purported,"
79152,Curtin
79153,"Levinson,"
79154,pills
79155,header
79156,"Solyaris,"
79157,Slavoj
79158,Zizek
79159,snippet
79160,>Zizek
79161,*I*
79162,"jokes*,"
79163,"[""do"
79164,"something""]"
79165,noisesimagery
79166,"setuppunchlineetc,"
79167,>Hmm
79168,NIMH
79169,kid-appropriate
79170,ninjutsu
79171,reunites
79172,Manila
79173,"chop-socky,"
79174,"dialouge,"
79175,mega-corny
79176,laughs--enjoy
79177,"""Ninja"""
79178,goofiest
79179,MST3K'd
79180,>Miles
79181,O'Keeffe
79182,sp
79183,photogenic
79184,"10"""
79185,">1OK,"
79186,quests
79187,castleand
79188,50+
79189,>2Apparently
79190,'depth'
79191,debateSocratic
79192,dialoggame
79193,Zor
79194,Akronas
79195,Damoto
79196,T-Shirts
79197,bumper
79198,"stickers,"
79199,timingand
79200,Crow's
79201,sword-fighting
79202,questing
79203,"Mila,"
79204,Serpent
79205,instilling
79206,DMV
79207,fines
79208,"Monster"""
79209,twigs
79210,"skins,"
79211,'atomic
79212,nucleus'
79213,ready'
79214,"""Zzzzip"
79215,"IN"""
79216,tampered
79217,"domain"""
79218,Wagon
79219,Nugent
79220,`came
79221,"achieve',"
79222,`fordian'
79223,Ledyard
79224,Ribbon
79225,Locksley
79226,Mowbray
79227,"Cleggs,"
79228,Kyoko
79229,laborer
79230,"""marries"""
79231,"card"""
79232,"zone"","
79233,"""arrangements"""
79234,"""Autumn"
79235,"Sonata""1978"
79236,"Bergman,Liv"
79237,Erland
79238,JosephsonIt
79239,Mohammad
79240,gosset
79241,61
79242,Austinwill
79243,wheatonLouis
79244,Jrhave
79245,sayWATCH
79246,Sporanos
79247,bothProbably
79248,Hey'
79249,"distributed,"
79250,"Geesh,"
79251,"medication,"
79252,"daddy,"
79253,Spelling's
79254,"dominated,"
79255,Cliché-ridden
79256,Corny
79257,"payoff,"
79258,">Good,"
79259,"Thaw,"
79260,"retired,"
79261,crochety
79262,Oakley's
79263,flint
79264,Beech
79265,billeted
79266,wetting
79267,">Slowly,"
79268,"steadily,"
79269,Whiteley
79270,"Gardener"""
79271,Angeletti
79272,"Naples"""
79273,Vadas
79274,"""Captains"
79275,"Courageous"""
79276,"hymn,"
79277,"""Tom"""
79278,"""Tom's"
79279,"Garden"","
79280,Deliverance
79281,stomach-churningly
79282,"civilisation,"
79283,sodomised
79284,"hillbillies,"
79285,>Four
79286,canoing
79287,soon-to-be-dammed
79288,rapids
79289,"pairs,"
79290,riverside
79291,woodlanders
79292,McKinney
79293,instructing
79294,"perversely,"
79295,"""squeal"
79296,"pig"""
79297,"archer,"
79298,canoeists
79299,"downstream,"
79300,cliffs
79301,>Deliverance
79302,tatters
79303,Beatty's
79304,Straw
79305,exacted
79306,placing
79307,origional
79308,shouldnt
79309,>Renee
79310,Zellwegger
79311,obession
79312,>Sweet
79313,bloodlust
79314,outa
79315,'crappest
79316,homer
79317,doughnut
79318,Fu*king
79319,Impressed
79320,"surrealistic,"
79321,"searching,"
79322,invigorate
79323,"`Sex,"
79324,"Videotape',"
79325,`Stargate'
79326,`Alien
79327,Hunter'
79328,`Contact'
79329,`Outbreak';
79330,"`Alien',"
79331,"CE3K',"
79332,"Strain',"
79333,`Kubrick's
79334,`2001'
79335,`alien
79336,box'
79337,`Mission
79338,Mars'
79339,`Sneakers'
79340,Mind'
79341,`cryptology'
79342,cornfields
79343,`X
79344,outtake
79345,Abyss'
79346,pro-movie
79347,bridegroom
79348,tux
79349,wasn't;
79350,failure;
79351,patiently
79352,thrifty
79353,perishable
79354,'companion'
79355,Pucci
79356,dryer
79357,Reaves
79358,Navada
79359,"Road',"
79360,'28
79361,"Later',"
79362,TVanything
79363,Suffer
79364,"""Boy"
79365,Cried
79366,"Wolf"""
79367,Fourteen-year-old
79368,Sheperd
79369,Muniz
79370,"essay,"
79371,Kaylee
79372,Wolf's
79373,BFL
79374,pool-dye
79375,start;
79376,"""Our"
79377,"release"""
79378,"""terrifying"""
79379,waddle
79380,Inventions
79381,Electrocuted
79382,Toilet
79383,Inventor
79384,Fed
79385,Harsh
79386,Lightbulb
79387,A##hole
79388,Abomination
79389,Tons
79390,SAY
79391,schumacher
79392,"""leads"""
79393,vietnam
79394,"films,which"
79395,"the""story"
79396,"told""as"
79397,"Tigerland,"
79398,Shumachers
79399,>Includes
79400,"swimsuit,"
79401,baring
79402,"Quigley,"
79403,"Olympics,"
79404,Won't
79405,70si
79406,reverential
79407,documentso
79408,eachsome
79409,'wolf
79410,pack'
79411,Atlanticwhile
79412,deadthe
79413,timeAnthony
79414,eden
79415,"secretary,Carl"
79416,"donnitz,head"
79417,"u-boats,Albert"
79418,"speer,pet"
79419,armament
79420,Hitlerin
79421,traudl
79422,"junge,"
79423,"secretary,who"
79424,dictated
79425,testament-she
79426,linesthese
79427,code-breakers
79428,bletchly
79429,"magnificent,and"
79430,doubtunmissable
79431,"Tsui,"
79432,Li's
79433,"""five"
79434,CZW
79435,docThere
79436,"narrator,"
79437,bulbs
79438,"tacks,"
79439,"wrestling,"
79440,>Legitamit
79441,>Wrestling
79442,Backyard
79443,"Dvds,"
79444,XPW
79445,Dvds
79446,backyarders
79447,"jobless,"
79448,"em"""
79449,brutalizing
79450,"promises,"
79451,UNSCARRED:
79452,Mondo
79453,"Backyard,"
79454,Mastroianni-movie
79455,"""art""-movie"
79456,Dreyfus
79457,"Vic,"
79458,'Brass
79459,Balls'
79460,Counting
79461,Barkin's
79462,look;
79463,Pollard's
79464,pickings
79465,"""f"""
79466,"grandma,"
79467,"cetera,"
79468,soft-petals
79469,nit-pick
79470,all-night
79471,scoop
79472,News;
79473,"Times-Hearald,"
79474,know-nothing
79475,TMC
79476,blabs
79477,"""ready"
79478,betters
79479,ex-GI's
79480,--and
79481,wise-mouth
79482,"""Transylvania"
79483,"6-5000"""
79484,bozo
79485,"sent,"
79486,tubes
79487,"Twist"","
79488,mad-raving
79489,Turturro's
79490,"Deeds"""
79491,Richards's
79492,actiondramaand
79493,"pounds,"
79494,>Cunningham
79495,Brutally
79496,"""honour"""
79497,BILLY
79498,ELLIOT
79499,>Young
79500,Spud
79501,waster
79502,Ballet
79503,poofs
79504,Bolshoi
79505,gooders
79506,LAND
79507,FORGOT
79508,Gawd
79509,schoolboy
79510,flatly
79511,Beans
79512,"fruit,"
79513,"toot,"
79514,toot
79515,>Hmmmm
79516,making-of
79517,"Substitute"""
79518,morally-impaired
79519,productive
79520,">Casper,"
79521,undergrowth
79522,oak
79523,Whoops
79524,python
79525,smearing
79526,karo
79527,rayon
79528,ruff
79529,indianish
79530,Starret
79531,"masterpiece,'The"
79532,actioncomedy
79533,hybrids
79534,"generals,"
79535,generals
79536,"""Paths"
79537,"Glory"""
79538,Chamberlain's
79539,"""Gettysburg"""
79540,Flamethrowers
79541,flamethrower
79542,flamethrowers
79543,defender's
79544,grumble
79545,"publicity,"
79546,"""Naissance"
79547,"pieuvres"""
79548,mid-teenagers
79549,Euro-teen
79550,Surveillance
79551,idea:
79552,"""Fat"
79553,"Movies"""
79554,goriestdisturbing
79555,misquoted
79556,one-third
79557,"county,"
79558,maymay
79559,druggies
79560,OD's
79561,gosh-tooting
79562,great-guy
79563,angrysuspicious
79564,Goosebumps
79565,COP
79566,"CAR,"
79567,BULLET
79568,COFFEE
79569,"Drake,"
79570,lo-fi
79571,"Devil,"
79572,howis
79573,detailed;
79574,mini-plots
79575,Flashes
79576,lightning;
79577,cemetery;
79578,'Batman'
79579,West:
79580,>Meg
79581,Jennifer's
79582,clique
79583,'sisters'
79584,pranksor
79585,interred
79586,'psychic
79587,vampire'
79588,"Raymar,"
79589,">Admittedly,"
79590,"set-ups,"
79591,Raymar's
79592,mouldy
79593,Trussell's
79594,Burman's
79595,Maugham's
79596,>Mary
79597,Panton
79598,dinning
79599,"ditches,"
79600,Maugham
79601,Milky
79602,"baddie,"
79603,Ching-Wan
79604,"""Longest"
79605,"Nite,"""
79606,"Dies,"""
79607,"Goes"""
79608,negotiatorcop
79609,"tail,"
79610,">Funny,"
79611,"""Running"""
79612,"Lau,"
79613,"times,eventually"
79614,amThe
79615,Foulmouth
79616,Shirl
79617,snag
79618,dadgum
79619,"snacks"""
79620,monorail
79621,"Previously,"
79622,"""Titanic"","
79623,imdbcom
79624,290%
79625,107%
79626,reversing
79627,defame
79628,user:
79629,"""bombs"""
79630,"Gate"""
79631,voters'
79632,232%
79633,"Pee-wee"""
79634,43%
79635,61%
79636,26%
79637,30%
79638,28%
79639,"""Jumpin'"
79640,"Flash"""
79641,44%
79642,37%
79643,FILMS
79644,COMMON
79645,"""TITANIC"""
79646,PERCENTAGES
79647,RATINGS
79648,THAN
79649,"""TITANIC"","
79650,STINKERS
79651,NOMINATED
79652,SINGLE
79653,AWARD
79654,Eugene's
79655,"isn't"""
79656,seventeen-minute
79657,"Paris"","
79658,Choreographed
79659,unparalleled
79660,eye-poppingly
79661,Dufy
79662,Manet
79663,Utrillo
79664,Rousseau
79665,Gogh
79666,l'Opera
79667,Toulouse-Lautrec
79668,bodysuit
79669,braggadocio
79670,ingratiating
79671,love-triangle
79672,"nightclub,"
79673,"Lise,"
79674,out-of-work
79675,swooningly
79676,"Stay"""
79677,faux-Seine
79678,synchronize
79679,clinch
79680,"Rhythm"""
79681,"""S'Wonderful"""
79682,"""Embraceable"
79683,five-scene
79684,Henri's
79685,all-over-the-map
79686,Designed
79687,"versatility,"
79688,multi-faceted
79689,Turnstiles
79690,nineteen
79691,unformed
79692,"glamorous,"
79693,Build
79694,Stairway
79695,Guétary
79696,Henri
79697,agreeably
79698,"Spence,"
79699,IPS
79700,testify
79701,"hesitates,"
79702,Doug's
79703,yell-at-random
79704,dizzy
79705,ownerwidow
79706,familiarness
79707,"Price,"
79708,Phenomena
79709,"EVP,"
79710,Jonathan's
79711,departed
79712,otherworldly
79713,points;
79714,>Keaton
79715,bereaving
79716,frat-friendly
79717,waacky-hijinks
79718,Niall
79719,Noise;
79720,>Keaton's
79721,McNeice
79722,T-Shirt
79723,*Spoilers*
79724,"vicious,"
79725,"rednecks,"
79726,broken-English
79727,"immigrants,"
79728,hallucinogen-using
79729,American-Indian
79730,"trendy,"
79731,"Fat,"
79732,clerks
79733,"""hicks"""
79734,"uncool,"
79735,"twisted,hateful"
79736,"misdeeds,"
79737,scowling
79738,GQ
79739,thrift
79740,"cassette,"
79741,Cream
79742,Opie
79743,criticalness
79744,$625
79745,T-Rex's
79746,"graves,"
79747,winner:
79748,"""Axel"
79749,"applicable,"
79750,luminously
79751,created:
79752,"Hong,"
79753,"""class"
79754,"Child"""
79755,non-sexual
79756,weird;
79757,*Elizabeth*
79758,*Shakespeare
79759,"Love*,"
79760,Mainstream
79761,"amazingly,"
79762,scenes'
79763,anti-Semetism
79764,filmplay
79765,III*
79766,anti-Semetic
79767,*Othello*
79768,>Fiennes
79769,underutilized
79770,alright;
79771,"King*,"
79772,yash
79773,ji
79774,Byzantine
79775,Ottoman
79776,megalopolis
79777,instrumentalists
79778,Gencebay
79779,">""Crossing"
79780,"minorities,"
79781,Roma
79782,"Balkans,"
79783,Hip
79784,Hop
79785,franchises
79786,Dolomite
79787,"cops,ADAs,and"
79788,coroners
79789,"shivering,badge"
79790,Caruso's
79791,Dolomite's
79792,Puppies
79793,assesIce
79794,Playa
79795,>Low
79796,"budget,bad"
79797,"acting,and"
79798,gutbucket
79799,patrons;funk
79800,"singers,the"
79801,Chitlin
79802,Circuit
79803,weirdling
79804,troupeJames
79805,"Brown,Wilson"
79806,"Pickett,Otis"
79807,"Redding,and"
79808,badasses
79809,strutted
79810,"joint,"
79811,"warrant,"
79812,",blubbery"
79813,wenches
79814,Established
79815,"snorefests,hits"
79816,chesthair
79817,KITT
79818,humoristic
79819,Dig
79820,Metallica
79821,monster'
79822,Warhol's'
79823,massacre'
79824,dandy's
79825,vodaphone
79826,instigators
79827,roll's
79828,Busfield's
79829,Busfield
79830,ogle
79831,byMeloni's
79832,Janel
79833,terrificShe
79834,Stahl's
79835,Kaye
79836,"Pie"""
79837,Temecula
79838,>Justine
79839,Priestley
79840,slants
79841,"Attraction"""
79842,Amanda's
79843,alternation
79844,deliveryman
79845,attorney's
79846,"Queens,"
79847,picture-book
79848,"extrovert,"
79849,"good-natured,"
79850,optimismAnd
79851,decreased
79852,Bruce=
79853,Lo=
79854,"billing,"
79855,Retreat
79856,cross-section
79857,drifters
79858,great-grandfather
79859,depression-era
79860,bucolic
79861,"Dorothy,"
79862,C'était
79863,complètement
79864,minable
79865,fuir
79866,absolument
79867,euros
79868,nostrils
79869,unamusing
79870,considerate
79871,"cinemas,"
79872,"endure,"
79873,scrapped
79874,pre-existing
79875,vacuity
79876,manifestly
79877,Ester
79878,exurbia
79879,Sciamma's
79880,"""animaux"""
79881,Renascence
79882,Anna:
79883,body's
79884,self-realization
79885,glumness
79886,un-natural:
79887,dénouement
79888,Floriane's
79889,"30,000$"
79890,50$
79891,"hopes,"
79892,"Hodder,"
79893,performer's
79894,{anything
79895,Jonze
79896,Gondry
79897,watching}
79898,'Thriller
79899,"1983,'"
79900,intensely-likable
79901,outrageously-campy
79902,thirteen-minute
79903,1980'
79904,'An
79905,1981'
79906,stupendously
79907,'Thriller'
79908,{though
79909,1997's
79910,"'Ghosts,'"
79911,minutes}
79912,"film-within-a-film,"
79913,brightly-lit
79914,"""Thriller"""
79915,hoard
79916,blood-thirsty
79917,{their
79918,ghoulishly
79919,"Price},"
79920,comedians'
79921,formula}
79922,presentationoh
79923,wellbut
79924,itJim
79925,beatBut
79926,"added,"
79927,supped
79928,doits
79929,Kel
79930,"Burger,"
79931,Kennan
79932,Wheat
79933,Sinbad
79934,damages
79935,fast-foot
79936,Burger
79937,formulates
79938,"Schweiterman,"
79939,Otis
79940,"Vigoda,"
79941,Demented
79942,"Asylum,"
79943,Shar
79944,burgers
79945,BROKEN
79946,Horrorfest
79947,radiologist
79948,McVayLena
79949,Headlyinters
79950,father'sRichard
79951,Jenkinsbirthday
79952,doppelganger's
79953,horrificis
79954,outit
79955,players:
79956,Melvil
79957,"Poupard,"
79958,"Armstrong,"
79959,Thomsen
79960,reviewsAll
79961,negativeI
79962,didGlad
79963,indeedI
79964,itNothing
79965,periodThe
79966,originalThe
79967,convincingDee
79968,BunchBut
79969,actThe
79970,Outback
79971,perfectIncredible
79972,sceneryGreat
79973,KellyGod
79974,KellyThe
79975,Cranberries
79976,hereI
79977,hrsI
79978,againIt
79979,interestingIt
79980,thinkIt
79981,iswasprobably
79982,nine-tenths
79983,timeBack
79984,likableWell
79985,itCheck
79986,outMy
79987,second-highest
79988,BORN
79989,scathingly
79990,$56
79991,million-budgeted
79992,Globes
79993,often-told
79994,Changing
79995,Kristofferson's
79996,songwriting
79997,"Esther,"
79998,Gaynor
79999,actresssinger
80000,"contrivance,"
80001,"fully-realized,"
80002,"NEWSWEEK,"
80003,"TIME,"
80004,YORKER's
